CID,BDATE,GEN
CUST16559,1995-05-03,F
CUST16560,1995-05-04,M
CUST16561,1995-05-05,F
CUST16562,1995-05-06,M
CUST16563,1995-05-07,F
CUST16564,1995-05-08,M
CUST16565,1995-05-09,M
CUST16566,1995-05-10,F
CUST16567,1995-05-11,F
CUST16568,1995-05-12,F
CUST16569,1995-05-13,F
CUST16570,1995-05-14,F
CUST16571,1995-05-15,M
CUST16572,1995-05-16,M
CUST16573,1995-05-17,M
CUST16574,1995-05-18,M
CUST16575,1995-05-19,F
CUST16576,1995-05-20,
CUST16577,1995-05-21,M
CUST16578,1995-05-22,F
CUST16579,1995-05-23,F
CUST16580,1995-05-24,M
CUST16581,1995-05-25,F
CUST16582,1995-05-26,M
CUST16583,1995-05-27,F
CUST16584,1995-05-28,M
CUST16585,1995-05-29,F
CUST16586,1995-05-30,F
CUST16587,1995-05-31,M
CUST16588,1995-06-01,M
CUST16589,1995-06-02,F
CUST16590,1995-06-03,
CUST16591,1995-06-04,F
CUST16592,1995-06-05,F
CUST16593,1995-06-06,M
CUST16594,1995-06-07,M
CUST16595,1995-06-08,F
CUST16596,1995-06-09,M
CUST16597,1995-06-10,M
CUST16598,1995-06-11,M
CUST16599,1995-06-12,F
CUST16600,1995-06-13,M
CUST16601,1995-06-14,
CUST16602,1995-06-15,
CUST16603,1995-06-16,F
CUST16604,1995-06-17,F
CUST16605,1995-06-18,F
CUST16606,1995-06-19,F
CUST16607,1995-06-20,F
CUST16608,1995-06-21,M
CUST16609,1995-06-22,
CUST16610,1995-06-23,F
CUST16611,1995-06-24,M
CUST16612,1995-06-25,F
CUST16613,1995-06-26,F
CUST16614,1995-06-27,
CUST16615,1995-06-28,
CUST16616,1995-06-29,M
CUST16617,1995-06-30,M
CUST16618,1995-07-01,F
CUST16619,1995-07-02,M
CUST16620,1995-07-03,F
CUST16621,1995-07-04,
CUST16622,1995-07-05,M
CUST16623,1995-07-06,M
CUST16624,1995-07-07,F
CUST16625,1995-07-08,F
CUST16626,1995-07-09,M
CUST16627,1995-07-10,M
CUST16628,1995-07-11,F
CUST16629,1995-07-12,M
CUST16630,1995-07-13,
CUST16631,1995-07-14,F
CUST16632,1995-07-15,F
CUST16633,1995-07-16,F
CUST16634,1995-07-17,F
CUST16635,1995-07-18,M
CUST16636,1995-07-19,
CUST16637,1995-07-20,M
CUST16638,1995-07-21,M
CUST16639,1995-07-22,F
CUST16640,1995-07-23,M
CUST16641,1995-07-24,M
CUST16642,1995-07-25,M
CUST16643,1995-07-26,M
CUST16644,1995-07-27,M
CUST16645,1995-07-28,F
CUST16646,1995-07-29,M
CUST16647,1995-07-30,M
CUST16648,1995-07-31,M
CUST16649,1995-08-01,F
CUST16650,1995-08-02,M
CUST16651,1995-08-03,M
CUST16652,1995-08-04,M
CUST16653,1995-08-05,F
CUST16654,1995-08-06,M
CUST16655,1995-08-07,M
CUST16656,1995-08-08,F
CUST16657,1995-08-09,
CUST16658,1995-08-10,M
CUST16659,1995-08-11,F
CUST16660,1995-08-12,F
CUST16661,1995-08-13,F
CUST16662,1995-08-14,M
CUST16663,1995-08-15,M
CUST16664,1995-08-16,M
CUST16665,1995-08-17,F
CUST16666,1995-08-18,F
CUST16667,1995-08-19,F
CUST16668,1995-08-20,M
CUST16669,1995-08-21,
CUST16670,1995-08-22,M
CUST16671,1995-08-23,M
CUST16672,1995-08-24,F
CUST16673,1995-08-25,F
CUST16674,1995-08-26,F
CUST16675,1995-08-27,
CUST16676,1995-08-28,F
CUST16677,1995-08-29,F
CUST16678,1995-08-30,M
CUST16679,1995-08-31,F
CUST16680,1995-09-01,M
CUST16681,1995-09-02,M
CUST16682,1995-09-03,
CUST16683,1995-09-04,
CUST16684,1995-09-05,F
CUST16685,1995-09-06,M
CUST16686,1995-09-07,F
CUST16687,1995-09-08,M
CUST16688,1995-09-09,M
CUST16689,1995-09-10,F
CUST16690,1995-09-11,F
CUST16691,1995-09-12,F
CUST16692,1995-09-13,M
CUST16693,1995-09-14,M
CUST16694,1995-09-15,M
CUST16695,1995-09-16,M
CUST16696,1995-09-17,M
CUST16697,1995-09-18,M
CUST16698,1995-09-19,F
CUST16699,1995-09-20,F
CUST16700,1995-09-21,M
CUST16701,1995-09-22,
CUST16702,1995-09-23,F
CUST16703,1995-09-24,M
CUST16704,1995-09-25,M
CUST16705,1995-09-26,M
CUST16706,1995-09-27,M
CUST16707,1995-09-28,F
CUST16708,1995-09-29,M
CUST16709,1995-09-30,F
CUST16710,1995-10-01,F
CUST16711,1995-10-02,F
CUST16712,1995-10-03,F
CUST16713,1995-10-04,M
CUST16714,1995-10-05,F
CUST16715,1995-10-06,F
CUST16716,1995-10-07,M
CUST16717,1995-10-08,M
CUST16718,1995-10-09,F
CUST16719,1995-10-10,M
CUST16720,1995-10-11,M
CUST16721,1995-10-12,F
CUST16722,1995-10-13,M
CUST16723,1995-10-14,F
CUST16724,1995-10-15,F
CUST16725,1995-10-16,M
CUST16726,1995-10-17,F
CUST16727,1995-10-18,M
CUST16728,1995-10-19,F
CUST16729,1995-10-20,
CUST16730,1995-10-21,F
CUST16731,1995-10-22,M
CUST16732,1995-10-23,M
CUST16733,1995-10-24,F
CUST16734,1995-10-25,F
CUST16735,1995-10-26,M
CUST16736,1995-10-27,M
CUST16737,1995-10-28,M
CUST16738,1995-10-29,F
CUST16739,1995-10-30,
CUST16740,1995-10-31,M
CUST16741,1995-11-01,M
CUST16742,1995-11-02,M
CUST16743,1995-11-03,F
CUST16744,1995-11-04,
CUST16745,1995-11-05,F
CUST16746,1995-11-06,M
CUST16747,1995-11-07,
CUST16748,1995-11-08,F
CUST16749,1995-11-09,M
CUST16750,1995-11-10,M
CUST16751,1995-11-11,F
CUST16752,1995-11-12,F
CUST16753,1995-11-13,M
CUST16754,1995-11-14,M
CUST16755,1995-11-15,F
CUST16756,1995-11-16,F
CUST16757,1995-11-17,F
CUST16758,1995-11-18,F
CUST16759,1995-11-19,F
CUST16760,1995-11-20,M
CUST16761,1995-11-21,
CUST16762,1995-11-22,M
CUST16763,1995-11-23,F
CUST16764,1995-11-24,M
CUST16765,1995-11-25,M
CUST16766,1995-11-26,M
CUST16767,1995-11-27,F
CUST16768,1995-11-28,
CUST16769,1995-11-29,F
CUST16770,1995-11-30,F
CUST16771,1995-12-01,M
CUST16772,1995-12-02,M
CUST16773,1995-12-03,M
CUST16774,1995-12-04,
CUST16775,1995-12-05,F
CUST16776,1995-12-06,
CUST16777,1995-12-07,M
CUST16778,1995-12-08,F
CUST16779,1995-12-09,
CUST16780,1995-12-10,F
CUST16781,1995-12-11,F
CUST16782,1995-12-12,F
CUST16783,1995-12-13,M
CUST16784,1995-12-14,M
CUST16785,1995-12-15,
CUST16786,1995-12-16,M
CUST16787,1995-12-17,
CUST16788,1995-12-18,M
CUST16789,1995-12-19,M
CUST16790,1995-12-20,F
CUST16791,1995-12-21,
CUST16792,1995-12-22,F
CUST16793,1995-12-23,
CUST16794,1995-12-24,M
CUST16795,1995-12-25,M
CUST16796,1995-12-26,F
CUST16797,1995-12-27,F
CUST16798,1995-12-28,F
CUST16799,1995-12-29,M
CUST16800,1995-12-30,F
CUST16801,1995-12-31,M
CUST16802,1996-01-01,F
CUST16803,1996-01-02,M
CUST16804,1996-01-03,M
CUST16805,1996-01-04,F
CUST16806,1996-01-05,M
CUST16807,1996-01-06,M
CUST16808,1996-01-07,F
CUST16809,1996-01-08,F
CUST16810,1996-01-09,M
CUST16811,1996-01-10,
CUST16812,1996-01-11,M
CUST16813,1996-01-12,
CUST16814,1996-01-13,F
CUST16815,1996-01-14,M
CUST16816,1996-01-15,F
CUST16817,1996-01-16,M
CUST16818,1996-01-17,F
CUST16819,1996-01-18,F
CUST16820,1996-01-19,M
CUST16821,1996-01-20,M
CUST16822,1996-01-21,M
CUST16823,1996-01-22,M
CUST16824,1996-01-23,
CUST16825,1996-01-24,F
CUST16826,1996-01-25,
CUST16827,1996-01-26,M
CUST16828,1996-01-27,F
CUST16829,1996-01-28,M
CUST16830,1996-01-29,M
CUST16831,1996-01-30,F
CUST16832,1996-01-31,M
CUST16833,1996-02-01,M
CUST16834,1996-02-02,F
CUST16835,1996-02-03,M
CUST16836,1996-02-04,M
CUST16837,1996-02-05,F
CUST16838,1996-02-06,M
CUST16839,1996-02-07,
CUST16840,1996-02-08,F
CUST16841,1996-02-09,F
CUST16842,1996-02-10,M
CUST16843,1996-02-11,M
CUST16844,1996-02-12,F
CUST16845,1996-02-13,F
CUST16846,1996-02-14,F
CUST16847,1996-02-15,M
CUST16848,1996-02-16,M
CUST16849,1996-02-17,F
CUST16850,1996-02-18,M
CUST16851,1996-02-19,F
CUST16852,1996-02-20,M
CUST16853,1996-02-21,M
CUST16854,1996-02-22,
CUST16855,1996-02-23,F
CUST16856,1996-02-24,
CUST16857,1996-02-25,F
CUST16858,1996-02-26,M
CUST16859,1996-02-27,M
CUST16860,1996-02-28,F
CUST16861,1996-02-29,M
CUST16862,1996-03-01,M
CUST16863,1996-03-02,M
CUST16864,1996-03-03,F
CUST16865,1996-03-04,F
CUST16866,1996-03-05,F
CUST16867,1996-03-06,M
CUST16868,1996-03-07,F
CUST16869,1996-03-08,F
CUST16870,1996-03-09,M
CUST16871,1996-03-10,M
CUST16872,1996-03-11,M
CUST16873,1996-03-12,M
CUST16874,1996-03-13,F
CUST16875,1996-03-14,F
CUST16876,1996-03-15,M
CUST16877,1996-03-16,M
CUST16878,1996-03-17,F
CUST16879,1996-03-18,F
CUST16880,1996-03-19,F
CUST16881,1996-03-20,F
CUST16882,1996-03-21,
CUST16883,1996-03-22,M
CUST16884,1996-03-23,F
CUST16885,1996-03-24,M
CUST16886,1996-03-25,M
CUST16887,1996-03-26,F
CUST16888,1996-03-27,M
CUST16889,1996-03-28,
CUST16890,1996-03-29,M
CUST16891,1996-03-30,M
CUST16892,1996-03-31,M
CUST16893,1996-04-01,F
CUST16894,1996-04-02,M
CUST16895,1996-04-03,F
CUST16896,1996-04-04,F
CUST16897,1996-04-05,F
CUST16898,1996-04-06,F
CUST16899,1996-04-07,F
CUST16900,1996-04-08,
CUST16901,1996-04-09,F
CUST16902,1996-04-10,M
CUST16903,1996-04-11,M
CUST16904,1996-04-12,M
CUST16905,1996-04-13,M
CUST16906,1996-04-14,M
CUST16907,1996-04-15,M
CUST16908,1996-04-16,F
CUST16909,1996-04-17,F
CUST16910,1996-04-18,M
CUST16911,1996-04-19,M
CUST16912,1996-04-20,F
CUST16913,1996-04-21,F
CUST16914,1996-04-22,F
CUST16915,1996-04-23,F
CUST16916,1996-04-24,M
CUST16917,1996-04-25,M
CUST16918,1996-04-26,M
CUST16919,1996-04-27,F
CUST16920,1996-04-28,F
CUST16921,1996-04-29,M
CUST16922,1996-04-30,
CUST16923,1996-05-01,F
CUST16924,1996-05-02,
CUST16925,1996-05-03,M
CUST16926,1996-05-04,F
CUST16927,1996-05-05,
CUST16928,1996-05-06,M
CUST16929,1996-05-07,F
CUST16930,1996-05-08,M
CUST16931,1996-05-09,F
CUST16932,1996-05-10,M
CUST16933,1996-05-11,M
CUST16934,1996-05-12,F
CUST16935,1996-05-13,M
CUST16936,1996-05-14,F
CUST16937,1996-05-15,M
CUST16938,1996-05-16,M
CUST16939,1996-05-17,F
CUST16940,1996-05-18,M
CUST16941,1996-05-19,M
CUST16942,1996-05-20,F
CUST16943,1996-05-21,F
CUST16944,1996-05-22,M
CUST16945,1996-05-23,M
CUST16946,1996-05-24,M
CUST16947,1996-05-25,
CUST16948,1996-05-26,
CUST16949,1996-05-27,F
CUST16950,1996-05-28,F
CUST16951,1996-05-29,M
CUST16952,1996-05-30,M
CUST16953,1996-05-31,M
CUST16954,1996-06-01,M
CUST16955,1996-06-02,M
CUST16956,1996-06-03,F
CUST16957,1996-06-04,M
CUST16958,1996-06-05,M
CUST16959,1996-06-06,M
CUST16960,1996-06-07,M
CUST16961,1996-06-08,M
CUST16962,1996-06-09,F
CUST16963,1996-06-10,M
CUST16964,1996-06-11,M
CUST16965,1996-06-12,F
CUST16966,1996-06-13,M
CUST16967,1996-06-14,F
CUST16968,1996-06-15,F
CUST16969,1996-06-16,M
CUST16970,1996-06-17,M
CUST16971,1996-06-18,M
CUST16972,1996-06-19,F
CUST16973,1996-06-20,F
CUST16974,1996-06-21,
CUST16975,1996-06-22,F
CUST16976,1996-06-23,F
CUST16977,1996-06-24,M
CUST16978,1996-06-25,F
CUST16979,1996-06-26,F
CUST16980,1996-06-27,M
CUST16981,1996-06-28,M
CUST16982,1996-06-29,F
CUST16983,1996-06-30,F
CUST16984,1996-07-01,M
CUST16985,1996-07-02,M
CUST16986,1996-07-03,F
CUST16987,1996-07-04,F
CUST16988,1996-07-05,F
CUST16989,1996-07-06,F
CUST16990,1996-07-07,M
CUST16991,1996-07-08,F
CUST16992,1996-07-09,M
CUST16993,1996-07-10,M
CUST16994,1996-07-11,M
CUST16995,1996-07-12,M
CUST16996,1996-07-13,M
CUST16997,1996-07-14,F
CUST16998,1996-07-15,M
CUST16999,1996-07-16,M
CUST17000,1996-07-17,M
CUST17001,1996-07-18,F
CUST17002,1996-07-19,F
CUST17003,1996-07-20,F
CUST17004,1996-07-21,
CUST17005,1996-07-22,M
CUST17006,1996-07-23,F
CUST17007,1996-07-24,F
CUST17008,1996-07-25,F
CUST17009,1996-07-26,M
CUST17010,1996-07-27,
CUST17011,1996-07-28,F
CUST17012,1996-07-29,M
CUST17013,1996-07-30,
CUST17014,1996-07-31,F
CUST17015,1996-08-01,F
CUST17016,1996-08-02,F
CUST17017,1996-08-03,M
CUST17018,1996-08-04,F
CUST17019,1996-08-05,M
CUST17020,1996-08-06,F
CUST17021,1996-08-07,
CUST17022,1996-08-08,F
CUST17023,1996-08-09,
CUST17024,1996-08-10,F
CUST17025,1996-08-11,M
CUST17026,1996-08-12,F
CUST17027,1996-08-13,M
CUST17028,1996-08-14,F
CUST17029,1996-08-15,M
CUST17030,1996-08-16,M
CUST17031,1996-08-17,
CUST17032,1996-08-18,M
CUST17033,1996-08-19,M
CUST17034,1996-08-20,F
CUST17035,1996-08-21,M
CUST17036,1996-08-22,M
CUST17037,1996-08-23,M
CUST17038,1996-08-24,M
CUST17039,1996-08-25,F
CUST17040,1996-08-26,M
CUST17041,1996-08-27,M
CUST17042,1996-08-28,M
CUST17043,1996-08-29,F
CUST17044,1996-08-30,F
CUST17045,1996-08-31,M
CUST17046,1996-09-01,
CUST17047,1996-09-02,M
CUST17048,1996-09-03,M
CUST17049,1996-09-04,M
CUST17050,1996-09-05,M
CUST17051,1996-09-06,F
CUST17052,1996-09-07,F
CUST17053,1996-09-08,
CUST17054,1996-09-09,F
CUST17055,1996-09-10,M
CUST17056,1996-09-11,F
CUST17057,1996-09-12,F
CUST17058,1996-09-13,
CUST17059,1996-09-14,F
CUST17060,1996-09-15,M
CUST17061,1996-09-16,F
CUST17062,1996-09-17,F
CUST17063,1996-09-18,F
CUST17064,1996-09-19,
CUST17065,1996-09-20,F
CUST17066,1996-09-21,F
CUST17067,1996-09-22,F
CUST17068,1996-09-23,M
CUST17069,1996-09-24,F
CUST17070,1996-09-25,F
CUST17071,1996-09-26,M
CUST17072,1996-09-27,F
CUST17073,1996-09-28,F
CUST17074,1996-09-29,F
CUST17075,1996-09-30,M
CUST17076,1996-10-01,F
CUST17077,1996-10-02,F
CUST17078,1996-10-03,M
CUST17079,1996-10-04,F
CUST17080,1996-10-05,F
CUST17081,1996-10-06,F
CUST17082,1996-10-07,M
CUST17083,1996-10-08,
CUST17084,1996-10-09,M
CUST17085,1996-10-10,F
CUST17086,1996-10-11,M
CUST17087,1996-10-12,
CUST17088,1996-10-13,M
CUST17089,1996-10-14,M
CUST17090,1996-10-15,M
CUST17091,1996-10-16,M
CUST17092,1996-10-17,F
CUST17093,1996-10-18,F
CUST17094,1996-10-19,F
CUST17095,1996-10-20,
CUST17096,1996-10-21,F
CUST17097,1996-10-22,F
CUST17098,1996-10-23,M
CUST17099,1996-10-24,M
CUST17100,1996-10-25,M
CUST17101,1996-10-26,
CUST17102,1996-10-27,F
CUST17103,1996-10-28,M
CUST17104,1996-10-29,F
CUST17105,1996-10-30,
CUST17106,1996-10-31,M
CUST17107,1996-11-01,F
CUST17108,1996-11-02,F
CUST17109,1996-11-03,M
CUST17110,1996-11-04,M
CUST17111,1996-11-05,M
CUST17112,1996-11-06,F
CUST17113,1996-11-07,F
CUST17114,1996-11-08,M
CUST17115,1996-11-09,M
CUST17116,1996-11-10,F
CUST17117,1996-11-11,M
CUST17118,1996-11-12,F
CUST17119,1996-11-13,F
CUST17120,1996-11-14,
CUST17121,1996-11-15,M
CUST17122,1996-11-16,F
CUST17123,1996-11-17,M
CUST17124,1996-11-18,F
CUST17125,1996-11-19,F
CUST17126,1996-11-20,M
CUST17127,1996-11-21,F
CUST17128,1996-11-22,F
CUST17129,1996-11-23,F
CUST17130,1996-11-24,M
CUST17131,1996-11-25,F
CUST17132,1996-11-26,F
CUST17133,1996-11-27,
CUST17134,1996-11-28,M
CUST17135,1996-11-29,M
CUST17136,1996-11-30,F
CUST17137,1996-12-01,F
CUST17138,1996-12-02,M
CUST17139,1996-12-03,F
CUST17140,1996-12-04,M
CUST17141,1996-12-05,F
CUST17142,1996-12-06,F
CUST17143,1996-12-07,M
CUST17144,1996-12-08,F
CUST17145,1996-12-09,F
CUST17146,1996-12-10,M
CUST17147,1996-12-11,M
CUST17148,1996-12-12,M
CUST17149,1996-12-13,F
CUST17150,1996-12-14,M
CUST17151,1996-12-15,F
CUST17152,1996-12-16,M
CUST17153,1996-12-17,F
CUST17154,1996-12-18,F
CUST17155,1996-12-19,F
CUST17156,1996-12-20,M
CUST17157,1996-12-21,F
CUST17158,1996-12-22,
CUST17159,1996-12-23,M
CUST17160,1996-12-24,F
CUST17161,1996-12-25,M
CUST17162,1996-12-26,M
CUST17163,1996-12-27,F
CUST17164,1996-12-28,F
CUST17165,1996-12-29,F
CUST17166,1996-12-30,F
CUST17167,1996-12-31,F
CUST17168,1997-01-01,F
CUST17169,1997-01-02,F
CUST17170,1997-01-03,M
CUST17171,1997-01-04,F
CUST17172,1997-01-05,M
CUST17173,1997-01-06,F
CUST17174,1997-01-07,F
CUST17175,1997-01-08,F
CUST17176,1997-01-09,F
CUST17177,1997-01-10,M
CUST17178,1997-01-11,F
CUST17179,1997-01-12,M
CUST17180,1997-01-13,F
CUST17181,1997-01-14,
CUST17182,1997-01-15,M
CUST17183,1997-01-16,M
CUST17184,1997-01-17,
CUST17185,1997-01-18,M
CUST17186,1997-01-19,M
CUST17187,1997-01-20,
CUST17188,1997-01-21,M
CUST17189,1997-01-22,M
CUST17190,1997-01-23,M
CUST17191,1997-01-24,M
CUST17192,1997-01-25,M
CUST17193,1997-01-26,F
CUST17194,1997-01-27,F
CUST17195,1997-01-28,M
CUST17196,1997-01-29,M
CUST17197,1997-01-30,F
CUST17198,1997-01-31,F
CUST17199,1997-02-01,F
CUST17200,1997-02-02,M
CUST17201,1997-02-03,F
CUST17202,1997-02-04,F
CUST17203,1997-02-05,F
CUST17204,1997-02-06,F
CUST17205,1997-02-07,F
CUST17206,1997-02-08,F
CUST17207,1997-02-09,M
CUST17208,1997-02-10,F
CUST17209,1997-02-11,
CUST17210,1997-02-12,F
CUST17211,1997-02-13,F
CUST17212,1997-02-14,M
CUST17213,1997-02-15,
CUST17214,1997-02-16,F
CUST17215,1997-02-17,F
CUST17216,1997-02-18,F
CUST17217,1997-02-19,M
CUST17218,1997-02-20,F
CUST17219,1997-02-21,M
CUST17220,1997-02-22,F
CUST17221,1997-02-23,F
CUST17222,1997-02-24,M
CUST17223,1997-02-25,F
CUST17224,1997-02-26,F
CUST17225,1997-02-27,M
CUST17226,1997-02-28,
CUST17227,1997-03-01,M
CUST17228,1997-03-02,M
CUST17229,1997-03-03,M
CUST17230,1997-03-04,M
CUST17231,1997-03-05,F
CUST17232,1997-03-06,M
CUST17233,1997-03-07,F
CUST17234,1997-03-08,M
CUST17235,1997-03-09,M
CUST17236,1997-03-10,M
CUST17237,1997-03-11,
CUST17238,1997-03-12,M
CUST17239,1997-03-13,F
CUST17240,1997-03-14,M
CUST17241,1997-03-15,F
CUST17242,1997-03-16,F
CUST17243,1997-03-17,M
CUST17244,1997-03-18,F
CUST17245,1997-03-19,F
CUST17246,1997-03-20,M
CUST17247,1997-03-21,F
CUST17248,1997-03-22,F
CUST17249,1997-03-23,M
CUST17250,1997-03-24,M
CUST17251,1997-03-25,F
CUST17252,1997-03-26,M
CUST17253,1997-03-27,F
CUST17254,1997-03-28,F
CUST17255,1997-03-29,F
CUST17256,1997-03-30,
CUST17257,1997-03-31,F
CUST17258,1997-04-01,M
CUST17259,1997-04-02,F
CUST17260,1997-04-03,M
CUST17261,1997-04-04,M
CUST17262,1997-04-05,F
CUST17263,1997-04-06,F
CUST17264,1997-04-07,M
CUST17265,1997-04-08,F
CUST17266,1997-04-09,M
CUST17267,1997-04-10,F
CUST17268,1997-04-11,M
CUST17269,1997-04-12,M
CUST17270,1997-04-13,F
CUST17271,1997-04-14,M
CUST17272,1997-04-15,
CUST17273,1997-04-16,M
CUST17274,1997-04-17,F
CUST17275,1997-04-18,M
CUST17276,1997-04-19,F
CUST17277,1997-04-20,M
CUST17278,1997-04-21,M
CUST17279,1997-04-22,F
CUST17280,1997-04-23,M
CUST17281,1997-04-24,F
CUST17282,1997-04-25,M
CUST17283,1997-04-26,M
CUST17284,1997-04-27,F
CUST17285,1997-04-28,F
CUST17286,1997-04-29,M
CUST17287,1997-04-30,F
CUST17288,1997-05-01,M
CUST17289,1997-05-02,M
CUST17290,1997-05-03,M
CUST17291,1997-05-04,M
CUST17292,1997-05-05,M
CUST17293,1997-05-06,F
CUST17294,1997-05-07,M
CUST17295,1997-05-08,F
CUST17296,1997-05-09,F
CUST17297,1997-05-10,M
CUST17298,1997-05-11,M
CUST17299,1997-05-12,M
CUST17300,1997-05-13,F
CUST17301,1997-05-14,F
CUST17302,1997-05-15,
CUST17303,1997-05-16,M
CUST17304,1997-05-17,M
CUST17305,1997-05-18,
CUST17306,1997-05-19,
CUST17307,1997-05-20,
CUST17308,1997-05-21,M
CUST17309,1997-05-22,
CUST17310,1997-05-23,F
CUST17311,1997-05-24,
CUST17312,1997-05-25,M
CUST17313,1997-05-26,M
CUST17314,1997-05-27,F
CUST17315,1997-05-28,M
CUST17316,1997-05-29,M
CUST17317,1997-05-30,F
CUST17318,1997-05-31,F
CUST17319,1997-06-01,M
CUST17320,1997-06-02,M
CUST17321,1997-06-03,F
CUST17322,1997-06-04,F
CUST17323,1997-06-05,F
CUST17324,1997-06-06,F
CUST17325,1997-06-07,M
CUST17326,1997-06-08,M
CUST17327,1997-06-09,M
CUST17328,1997-06-10,M
CUST17329,1997-06-11,M
CUST17330,1997-06-12,M
CUST17331,1997-06-13,F
CUST17332,1997-06-14,F
CUST17333,1997-06-15,F
CUST17334,1997-06-16,F
CUST17335,1997-06-17,F
CUST17336,1997-06-18,F
CUST17337,1997-06-19,F
CUST17338,1997-06-20,
CUST17339,1997-06-21,F
CUST17340,1997-06-22,F
CUST17341,1997-06-23,M
CUST17342,1997-06-24,M
CUST17343,1997-06-25,F
CUST17344,1997-06-26,F
CUST17345,1997-06-27,M
CUST17346,1997-06-28,M
CUST17347,1997-06-29,M
CUST17348,1997-06-30,M
CUST17349,1997-07-01,F
CUST17350,1997-07-02,M
CUST17351,1997-07-03,M
CUST17352,1997-07-04,
CUST17353,1997-07-05,M
CUST17354,1997-07-06,M
CUST17355,1997-07-07,M
CUST17356,1997-07-08,M
CUST17357,1997-07-09,M
CUST17358,1997-07-10,M
CUST17359,1997-07-11,F
CUST17360,1997-07-12,M
CUST17361,1997-07-13,
CUST17362,1997-07-14,F
CUST17363,1997-07-15,
CUST17364,1997-07-16,
CUST17365,1997-07-17,M
CUST17366,1997-07-18,M
CUST17367,1997-07-19,M
CUST17368,1997-07-20,M
CUST17369,1997-07-21,F
CUST17370,1997-07-22,M
CUST17371,1997-07-23,M
CUST17372,1997-07-24,F
CUST17373,1997-07-25,M
CUST17374,1997-07-26,
CUST17375,1997-07-27,F
CUST17376,1997-07-28,F
CUST17377,1997-07-29,F
CUST17378,1997-07-30,F
CUST17379,1997-07-31,M
CUST17380,1997-08-01,
CUST17381,1997-08-02,M
CUST17382,1997-08-03,F
CUST17383,1997-08-04,M
CUST17384,1997-08-05,F
CUST17385,1997-08-06,M
CUST17386,1997-08-07,F
CUST17387,1997-08-08,M
CUST17388,1997-08-09,F
CUST17389,1997-08-10,F
CUST17390,1997-08-11,F
CUST17391,1997-08-12,M
CUST17392,1997-08-13,F
CUST17393,1997-08-14,F
CUST17394,1997-08-15,
CUST17395,1997-08-16,F
CUST17396,1997-08-17,M
CUST17397,1997-08-18,M
CUST17398,1997-08-19,F
CUST17399,1997-08-20,M
CUST17400,1997-08-21,
CUST17401,1997-08-22,M
CUST17402,1997-08-23,M
CUST17403,1997-08-24,M
CUST17404,1997-08-25,M
CUST17405,1997-08-26,F
CUST17406,1997-08-27,F
CUST17407,1997-08-28,
CUST17408,1997-08-29,F
CUST17409,1997-08-30,F
CUST17410,1997-08-31,
CUST17411,1997-09-01,
CUST17412,1997-09-02,M
CUST17413,1997-09-03,M
CUST17414,1997-09-04,M
CUST17415,1997-09-05,M
CUST17416,1997-09-06,
CUST17417,1997-09-07,F
CUST17418,1997-09-08,M
CUST17419,1997-09-09,M
CUST17420,1997-09-10,
CUST17421,1997-09-11,M
CUST17422,1997-09-12,
CUST17423,1997-09-13,M
CUST17424,1997-09-14,F
CUST17425,1997-09-15,M
CUST17426,1997-09-16,M
CUST17427,1997-09-17,F
CUST17428,1997-09-18,M
CUST17429,1997-09-19,F
CUST17430,1997-09-20,F
CUST17431,1997-09-21,M
CUST17432,1997-09-22,F
CUST17433,1997-09-23,
CUST17434,1997-09-24,M
CUST17435,1997-09-25,M
CUST17436,1997-09-26,M
CUST17437,1997-09-27,
CUST17438,1997-09-28,M
CUST17439,1997-09-29,F
CUST17440,1997-09-30,F
CUST17441,1997-10-01,F
CUST17442,1997-10-02,M
CUST17443,1997-10-03,
CUST17444,1997-10-04,F
CUST17445,1997-10-05,M
CUST17446,1997-10-06,
CUST17447,1997-10-07,M
CUST17448,1997-10-08,M
CUST17449,1997-10-09,M
CUST17450,1997-10-10,M
CUST17451,1997-10-11,F
CUST17452,1997-10-12,F
CUST17453,1997-10-13,
CUST17454,1997-10-14,M
CUST17455,1997-10-15,M
CUST17456,1997-10-16,M
CUST17457,1997-10-17,
CUST17458,1997-10-18,F
CUST17459,1997-10-19,M
CUST17460,1997-10-20,M
CUST17461,1997-10-21,M
CUST17462,1997-10-22,F
CUST17463,1997-10-23,M
CUST17464,1997-10-24,
CUST17465,1997-10-25,F
CUST17466,1997-10-26,M
CUST17467,1997-10-27,M
CUST17468,1997-10-28,F
CUST17469,1997-10-29,M
CUST17470,1997-10-30,F
CUST17471,1997-10-31,M
CUST17472,1997-11-01,M
CUST17473,1997-11-02,M
CUST17474,1997-11-03,
CUST17475,1997-11-04,M
CUST17476,1997-11-05,M
CUST17477,1997-11-06,M
CUST17478,1997-11-07,M
CUST17479,1997-11-08,M
CUST17480,1997-11-09,M
CUST17481,1997-11-10,F
CUST17482,1997-11-11,
CUST17483,1997-11-12,M
CUST17484,1997-11-13,F
CUST17485,1997-11-14,F
CUST17486,1997-11-15,M
CUST17487,1997-11-16,
CUST17488,1997-11-17,F
CUST17489,1997-11-18,M
CUST17490,1997-11-19,F
CUST17491,1997-11-20,F
CUST17492,1997-11-21,
CUST17493,1997-11-22,M
CUST17494,1997-11-23,F
CUST17495,1997-11-24,F
CUST17496,1997-11-25,F
CUST17497,1997-11-26,M
